ibf_product_name,variety_key,name,color_name_cleaned,variety_cleaned
Sweet Peas Bronze Bronze Bronze,13da6de1-7aed-4387-ad6b-9a4b2a7660ff,Sweet Peas Bronze (Tinted/ Dyed) bronze,Bronze,Sweet Peas Bronze Bronze
Cymbidium Mini Fall Fall Mixed,79dc96dd-84c2-4cc2-92c1-f925d74afec1,Cymbidium Mini Fall Fall Assorted mixed,Mixed,Cymbidium Mini Fall Fall
Star Thistle Donard Variety Blue,369ffc53-c023-43c6-8d0d-47bce91829b9,Star Thistle Donard Variety blue,Blue,Star Thistle Donard Variety
Spray Roses Charming Bubbles Dark Orange,b13a6b8a-50d3-4b23-ac87-13ca0db1426b,Spray Roses Charming Bubbles orange - dark,Dark Orange,Spray Roses Charming Bubbles
Eucalyptus Fresh Cluster Light Green,f60d849f-1938-4a8d-bed4-666da2a96377,Eucalyptus Fresh Cluster green - light,Light Green,Eucalyptus Fresh Cluster
Sanseveria Green,b21bdf66-7dcf-46fe-9313-79d5b794e300,Sanseveria Silver green - multiple,Green,Sanseveria
Dianthus Breanthus Melian Lavender,f69e8f2f-3626-4b84-a999-8a2a2dfdf491,Dianthus Breanthus Melian lavender,Lavender,Dianthus Breanthus Melian
Hypericum Magical Summer Sun Yellow,ca36c026-2120-4365-805a-a41a2854ccf4,Hypericum Magical Summer Sun yellow,Yellow,Hypericum Magical Summer Sun
Bouquets Exclusive Line Spring Fruits Of Love Mixed,22cec168-a124-4c9b-b7d0-a0ea32b0ad08,Bouquets Exclusive Line Spring Fruits of Love mixed,Mixed,Bouquets Exclusive Line Spring Fruits Of Love
Cymbidium Spray Florida Brown Brown,d1ae8a20-8598-44f3-bfd6-0e8ff8ff25a5,Cymbidium Spray Florida (8 Blooms) brown,Brown,Cymbidium Spray Florida Brown
Burnet Officinalis Purple,6b5eb603-4b6d-4dba-9db8-b2a23a345b36,Burnet Officinalis purple - multiple,Purple,Burnet Officinalis
Pincushion Proteas Succession Orange,d183ce05-b8f6-49bc-9b2c-53ee6552bca1,Pincushion Proteas Succession orange,Orange,Pincushion Proteas Succession
Aranthera Anne Black Red,bd1a20cb-d4f3-469e-abc6-e31d7af52723,Aranthera Anne Black red,Red,Aranthera Anne Black
Ranunculus Pon Mixed,02d5187e-21e5-441c-b766-48d6b047d3e2,Ranunculus Pon-Pon Assorted mixed,Mixed,Ranunculus Pon
Eucalyptus Seeded Red,f0bf3f77-4c92-4460-ab1b-d7a0d6691510,Eucalyptus Seeded Red (tinted/ dyed) red,Red,Eucalyptus Seeded
Chrysanthemum Micro Pom Micro Pomps Fall Mixed,1f76960d-0360-46c9-8bb6-c42b7baa4121,Chrysanthemum Micro Pom Micro Pomps Fall Assorted mixed,Mixed,Chrysanthemum Micro Pom Micro Pomps Fall
Chrysanthemum Disbuds Bronze,35ad31fa-497f-450c-a94a-c7b7447fd3a9,Chrysanthemum Disbuds/ Mums Spider Cocoa bronze,Bronze,Chrysanthemum Disbuds
Spray Roses Easter Mixed,35eb3a5a-ae1e-40fd-8c29-59987842150e,Spray Roses Easter Assorted mixed,Mixed,Spray Roses Easter
Allium Neopolitanum White,c09c4d89-d534-4665-ae36-33cce0364196,Allium Neopolitanum white,White,Allium Neopolitanum
Box Foliage Reina Green,67401530-deb3-43a5-a8c5-dbcd3a062c3e,"Mixed box Foliage Bunch Reina (Cord.Leaf Fucsia, Cord. Leaf Green XL, Masajeana Green, Palm Areca Small, Pandanus Variegated, Sansevieria Golden Cobra) 250 st/box green - multiple",Green,Box Foliage Reina
Kangaroo Paws Fever Brown Brown,273a410f-62af-4acf-b914-4f9f073659ee,Kangaroo Paws Gold Fever brown,Brown,Kangaroo Paws Fever Brown
Dried Products Heliconia Carioca Dry Brown Brown,715cf24b-8417-4392-b7c3-26ff6cfb4ca7,Dried Products Heliconia Carioca dry brown,Brown,Dried Products Heliconia Carioca Dry Brown
Chrysanthemum Spray Pom Novelty Bradford Orange,7de756d4-83cb-45bf-ae64-f3953d26ae6b,Chrysanthemum Spray Pom Novelty Bradford Orange orange,Orange,Chrysanthemum Spray Pom Novelty Bradford
Succulents Rondo Green,20597f11-e690-475e-9b85-91a09e913b3a,Succulents (no roots) Rondo green - multiple,Green,Succulents Rondo
Tulips Single Mixed,ae20ed4a-de63-48cb-8078-bd3287637603,Tulips Single Assorted (4 Colors) mixed,Mixed,Tulips Single
Euphorbia Spray Quicksilver White,5fcde2f3-d24f-4abd-9ee5-6ef4f18af538,Euphorbia Spray Quicksilver white,White,Euphorbia Spray Quicksilver
Gerbera Large Flowered Limoncello Yellow,5f339a07-1306-4986-abf2-f80e837f2a7f,Gerbera Large Flowered Limoncello yellow,Yellow,Gerbera Large Flowered Limoncello
Cymbidium Spray Annemieke White,1782336c-78f7-4c75-9d77-d4e627547321,Cymbidium Spray Annemieke white - multiple,White,Cymbidium Spray Annemieke
Lilac Lavender,2f6c668f-eb92-482f-8e62-860b9e3e32fb,Lilac Lavender lavender,Lavender,Lilac
Muscari White,c4ae2502-a2aa-4c87-b136-467ab9844acc,Muscari White white,White,Muscari
Dendrobium Bull Purple,5c3eed43-8132-4b96-970f-b1ba6ebbc987,Dendrobium Red bull (stem) purple,Purple,Dendrobium Bull
Hydrangea Peppermint Select White,a39a1e12-c6b1-4294-9f9c-e049c4bd2f66,Hydrangea Peppermint Select (16-17 Cm) white - multiple,White,Hydrangea Peppermint Select
Spray Roses Odilia Pink,b8c04da8-76bf-41b1-853f-2c3fd0a02275,Spray Roses Odilia pink,Pink,Spray Roses Odilia
Gerbera Large Flowered Don Leo Yellow,b2e46b90-a081-4963-8d22-e2bbe0b48698,Gerbera Large Flowered Don Leo yellow,Yellow,Gerbera Large Flowered Don Leo
Peony Elsa Sass White,b74f08bf-6b23-4f24-9877-81d755195a49,Peony Elsa Sass white,White,Peony Elsa Sass
Cymbidium Mini Joshua White,129691cb-fc03-45eb-bd8a-0cf511f7ba8d,Cymbidium Mini Joshua white,White,Cymbidium Mini Joshua
Mini Calla Black Forest Black Black,7bcd0251-3a07-46cd-b706-e6b514f6cc56,Mini Calla Black Forest (or similar color) black,Black,Mini Calla Black Forest Black
Spray Roses Mothers Day Mixed,97bbae47-99d0-497e-91aa-188173c7cbf8,Spray Roses Mothers Day Assorted . mixed,Mixed,Spray Roses Mothers Day
Mokara Jub Kuan Pink,b281e1e4-63cb-4951-98d9-cb95e4e80ba4,Mokara Jub Kuan (stem) pink,Pink,Mokara Jub Kuan
Chrysanthemum Disbuds Mixed,87c34283-8f2a-4c7b-a7f5-9cfc1d5d87eb,Chrysanthemum Disbuds/ Mums Spider Christmas Assorted mixed,Mixed,Chrysanthemum Disbuds
Fern Mingfern Green,7eeb17e7-df8f-479c-aafb-56de5cf856a0,Fern Mingfern green,Green,Fern Mingfern
Hydrangea Shamrock Select Green,ffba9535-08a5-4099-8763-167ef7b25a7e,Hydrangea Shamrock Select (15-17 cm) green - multiple,Green,Hydrangea Shamrock Select
Lisianthus Single Wonderous Light Brown Brown Brown,b46c303c-a7a2-4176-bb2e-930fd66980b5,Lisianthus Single Wonderous Light Brown brown,Brown,Lisianthus Single Wonderous Light Brown Brown
Heliconia Fire Opal Orange,09f64819-2dc4-45ce-8441-ee80f78a74e3,Heliconia Fire Opal orange,Orange,Heliconia Fire Opal
Mini Calla Melody Pink,46d557c0-0b88-4ea2-a6d2-81f4a0c0a51a,Mini Calla Pink Melody pink,Pink,Mini Calla Melody
Tulips Parrot Irene Parrot Orange,caa5ab4a-3a48-49a8-92a2-7edd9af86bed,Tulips Parrot Irene parrot orange,Orange,Tulips Parrot Irene Parrot
Hydrangea Antique Jumbo Green,1342e6d1-3312-435a-8874-1484354ef213,Hydrangea Antique Green Jumbo (20-24 cm) green,Green,Hydrangea Antique Jumbo
Lilies La Hybrids Diamond Yellow,06abea79-4650-4724-a84f-872834e4efc4,Lilies LA Hybrids Yellow Diamond 3/5 bl yellow,Yellow,Lilies La Hybrids Diamond
Roses Tinted White,0c45de00-c99d-4fde-bdbd-6ea415069c3b,Roses tinted/dyed toppings Splash White white - multiple,White,Roses Tinted
Iris Apollo Yellow,97a091e4-c043-42fb-b1fa-b6aea2592660,Iris Apollo yellow,Yellow,Iris Apollo
Daffodils Ziva White,b11ab8fb-40ea-4b61-9aad-514e7ee8e337,Daffodils Ziva white,White,Daffodils Ziva
Gerbera Large Flowered Cubanita Pink,be971956-63d4-470f-aff9-1f91854396d2,Gerbera Large Flowered Cubanita pink - multiple,Pink,Gerbera Large Flowered Cubanita
Roses Trust Peach,8130f129-7e15-481a-9740-0b64822c8f58,Roses Peach Trust peach,Peach,Roses Trust
Roses Igloo White,72fd266e-80f7-45aa-94bd-128e9dcbddde,Roses Igloo white,White,Roses Igloo
Gerbera Mini Mixed,799591cf-3d1c-403b-ad31-3ff17156934d,Gerbera Mini Assorted mixed,Mixed,Gerbera Mini
Lilies Asiatic Orange,aaf2f395-c7d6-45d3-a65d-9f905e3aad7e,Lilies Asiatic Orange 3/5 Bl orange,Orange,Lilies Asiatic
Ixia Mabel Dark Pink,9f6980f7-28ea-4ec6-89bd-1a56431e49d2,Ixia Mabel pink - dark,Dark Pink,Ixia Mabel
Roses Blue,309dff34-4b01-4ab1-bce8-bc22a25b37db,Roses Blue (tinted/ dyed) blue,Blue,Roses
Roses Pink,e571be69-18ac-41fb-ab74-d00edaadd4e0,Roses Pink pink,Pink,Roses
Amaranthus Yearming Desert Gray Gray,45e5b056-0c23-4da4-bebc-d8426d669358,Amaranthus Yearming Desert gray,Gray,Amaranthus Yearming Desert Gray
Peony Noemi Demay Light Pink,025f346f-bf7b-4632-b529-5e8668da1a81,Peony Noemi Demay pink - light,Light Pink,Peony Noemi Demay
Asparagus Long Topped Antique Gold,4cfabebf-2c3f-4ad5-8d71-87d320c3b8b6,Asparagus Long Topped Antique (tinted/ dyed) gold,Gold,Asparagus Long Topped Antique
Delphinium Hybrid Benarys Pacific Dark Blue,72374ff4-b215-41db-b036-d8477fae53ee,Delphinium Hybrid Benarys Pacific Blue blue - dark,Dark Blue,Delphinium Hybrid Benarys Pacific
Garlands Willow Eucalyptus Green,36c44177-3305-4e8c-87ab-bb78e4fba696,Garlands Willow Eucalyptus 10ft/ Box green,Green,Garlands Willow Eucalyptus
Phalaenopsis Anthura Venice Mini White,6c6cd1c3-56f6-468b-8fbb-40e27b83f706,Phalaenopsis Anthura Venice Mini white,White,Phalaenopsis Anthura Venice Mini
Astrantia Roma Pink,d0fbd457-f108-4707-a7c7-0690dd41f714,Astrantia Roma pink - multiple,Pink,Astrantia Roma
Dianthus Breanthus Lord Dark Pink,13e1bd9b-8b7d-4a41-a953-df8d0c9c6b51,Dianthus Breanthus Lord pink - dark,Dark Pink,Dianthus Breanthus Lord
Freesia Double Mandarine Dark Orange,8531671a-1866-4766-8dd3-8b3f8da759d6,Freesia Double Mandarine orange - dark,Dark Orange,Freesia Double Mandarine
Mini Calla Perla Rose Light Pink,578b1aba-c486-4e1d-9877-914485e61470,Mini Calla Perla Rose (or similar color) pink - light,Light Pink,Mini Calla Perla Rose
Gerbera Mini Black Night Bordeaux Bordeaux,b2f59895-2761-4619-a01a-e2ea2244e8e2,Gerbera Mini Black Night bordeaux,Bordeaux,Gerbera Mini Black Night Bordeaux
Roses House White,80dad504-a754-44ed-8bcc-9f0652ad5f5f,Roses White House white,White,Roses House
Mokara Anycool Purple,b432b99e-5d74-4417-947b-46a314ec5832,Mokara AnyCool purple,Purple,Mokara Anycool
Roses Patricks Green,2d9e8076-6630-4464-b086-1f0900a87b36,Roses St. Patricks: 6 Green/ 4 White/ 2 Orange green - multiple,Green,Roses Patricks
Gloriosa Long Red,1801ca5b-6a0f-4f3b-a4ef-e6ab9c3e49e0,Gloriosa Red Long red - multiple,Red,Gloriosa Long
Vanda Natcha Princess Orange,d9f1ab18-8014-4631-b89a-c002ea3f444e,Vanda Natcha Princess Orange orange,Orange,Vanda Natcha Princess
Rose Petals Fresh Petals Pink,21adfff6-7a3e-4b00-9461-4e05f35f0aef,Rose Petals Fresh Petals Pink (360 Petals/ Plastic Bag) pink,Pink,Rose Petals Fresh Petals
Vanda Nitaya Rosy Dark Pink,532b7816-1d87-4eb9-a385-b9f6619c2b2f,Vanda Nitaya Rosy pink - dark,Dark Pink,Vanda Nitaya Rosy
Anthurium Terrasol Brown Brown,b757ede8-6b50-4588-88d5-18f0ce36e43b,Anthurium Terrasol brown,Brown,Anthurium Terrasol Brown
Euphorbia Spray Baron Pink,b2c6a3c4-e0a3-429c-aff9-f4d4ba55d1c0,Euphorbia Spray Pink Baron pink,Pink,Euphorbia Spray Baron
Bouquets Every Day Bq Mixed,1c31bcc1-5a2f-4355-b648-db40449afa12,Bouquets Every Day BQ7643 mixed,Mixed,Bouquets Every Day Bq
Waxflower My Sweet Pink,adf7f851-6f4f-461b-bc85-2cf774e55502,Waxflower My Sweet 16 pink - multiple,Pink,Waxflower My Sweet
Mini Calla Medal Yellow,4b936c8e-6f7f-4be8-91b1-3851836f5743,Mini Calla Gold Medal yellow,Yellow,Mini Calla Medal
Mini Calla Denver Pink,4ebfb36e-7111-472c-a1da-68d7911c0ca3,Mini Calla Denver (or similar color) pink - multiple,Pink,Mini Calla Denver
Mini Calla Black Diamond Black Black,b7ea483c-85a2-4b98-9c0d-12b23fa498a5,Mini Calla Black Diamond (or similar color) black,Black,Mini Calla Black Diamond Black
Roses Crush Yellow,f5206386-9021-40f1-9f50-72b4fab8c9f7,Roses Yellow Crush yellow - multiple,Yellow,Roses Crush
Peony Sarah Bernhardt Dark Pink,7cf3d77a-e827-401d-9bc0-3f3e0bc68645,Peony Red Sarah Bernhardt pink - dark,Dark Pink,Peony Sarah Bernhardt
Tulips Double High Roler Red,d50b9c42-8af5-4d9e-8de2-2ad154e3b948,Tulips Double High Roler red,Red,Tulips Double High Roler
Gerbera Mini Kanfetta Purple,59128320-0e9e-4b1b-be4b-d952524dfa0c,Gerbera Mini Kanfetta purple,Purple,Gerbera Mini Kanfetta
Cymbidium Spray White,8b09379d-1428-4fd2-8347-76be52f14edb,Cymbidium Spray Silver white - multiple,White,Cymbidium Spray
Carnation Melodia White,c88c9289-f10d-45fd-9115-c05e69ffaf3b,Carnation Melodia white - multiple,White,Carnation Melodia
Roses Tea Lime Lime Green,037fd3d1-e44d-4734-bba6-f359f6abe407,Roses Green Tea lime green,Lime Green,Roses Tea Lime
Eucalyptus Koala Green,2774af95-d1f2-47a2-871b-dce9714ac075,Eucalyptus Koala green,Green,Eucalyptus Koala
Gypsophilia Xlence Green,60c49f96-7412-48fa-bf16-584a39a427e7,Gypsophilia (Babys breath) Xlence Green 250 gr. (tinted/ dyed) 7 st/bu green,Green,Gypsophilia Xlence
Mini Calla Passion Fruit Peach,6e6492ad-010d-4479-891b-aebd67a22e49,Mini Calla Passion Fruit (or similar color) peach,Peach,Mini Calla Passion Fruit
Mini Calla Captain Cheerio Red,99618355-30ac-4be0-a8be-57654e3097e4,Mini Calla Captain Cheerio red,Red,Mini Calla Captain Cheerio
Tulips Double Cilesta Red,7a3a7d61-146f-455a-93ba-94abf4913d0a,Tulips Double Cilesta red - multiple,Red,Tulips Double Cilesta
Leucadendron Jubilee Green,0ea86ad9-f239-495d-bf71-acac24f25508,Leucadendron Jubilee green,Green,Leucadendron Jubilee
Garden Roses Princess Midori Green,34c0978e-f927-409d-927c-ba986f844ed1,Garden Roses Princess Midori green - multiple,Green,Garden Roses Princess Midori
Freesia Single Maya Yellow,9fbbf239-73ef-4ab8-83b9-9c2e72704b3d,Freesia Single Maya yellow,Yellow,Freesia Single Maya
Dendrobium Madame Pompadour Purple,637f591d-6726-4f25-afc9-4f004adf722e,Dendrobium Madame Pompadour purple,Purple,Dendrobium Madame Pompadour
Asparagus Long Topped Light Pink,dc5f080e-6e56-4cb3-93a9-24cef65e3430,Asparagus Long Topped Light Pink (tinted/ dyed) pink - light,Light Pink,Asparagus Long Topped
Dried Products Loafa Dry Shelled White,0a3c1edd-39b2-41f8-8e2f-73424209f306,Dried Products Loafa Dry Shelled -Half (White) (Bag) white,White,Dried Products Loafa Dry Shelled
Peony Mixed,59249c2b-200d-4ccb-8378-5a6ca7d3072d,Peony Assorted (incl White) mixed,Mixed,Peony
Tulips Fringed Vip Frizlle Brownies Pink,9bfd7a6b-f275-4444-b757-3585acfb6deb,Tulips Fringed VIP Frizlle Brownies (Tinted/ Dyed) pink - multiple,Pink,Tulips Fringed Vip Frizlle Brownies
Roses Tinted Purple,84b77150-11ac-4312-865f-b5c6e8870fe4,Roses tinted/dyed toppings Purple (tinted/ dyed) purple,Purple,Roses Tinted
Carnation Nobbio Delight White,2307c2e7-e3fc-4d79-92ab-805d34a0cca6,Carnation Nobbio Pink Delight white - multiple,White,Carnation Nobbio Delight
Chrysanthemum Disbuds Mixed,f5d97062-5692-45f8-b195-5b833f7cb510,Chrysanthemum Disbuds/ Mums Cremon 4th of July Cremon Assorted mixed,Mixed,Chrysanthemum Disbuds
Bouquets Exclusive Line Fall Garden Of Eden Mixed,0df8c31e-a2f6-434e-b5e6-1d1c6106376f,Bouquets Exclusive Line Fall Garden Of Eden mixed,Mixed,Bouquets Exclusive Line Fall Garden Of Eden
Cymbidium Spray Blazing Fury Hades Red,9ed80b22-f8c3-4f0c-ad0f-64ae4c171d4d,Cymbidium Spray Blazing Fury Hades (9 Blooms) red,Red,Cymbidium Spray Blazing Fury Hades
Amaryllis Naranja Blooms Orange,f6b35015-1583-4c3f-846a-755ac974b72b,Amaryllis Naranja 4 blooms orange,Orange,Amaryllis Naranja Blooms
Astilbe White,94982803-c4db-4dcc-8f95-82d92ae8ab32,Astilbe White white,White,Astilbe
Tulips Double Voicemail Pink,975c4229-2db1-47a4-8b2f-4c617220d148,Tulips Double Voicemail pink,Pink,Tulips Double Voicemail
Roses Tinted Mixed,d7d0dc87-3c60-460a-91ff-d82fda6ca828,Roses tinted/dyed toppings Disco Assorted (Tinted/ Dyed) Assorted (Tinted/ Dyed) mixed,Mixed,Roses Tinted
Leucadendron Cone Gray Gray,ca128d2b-80e7-49a1-8e6d-09a035d85770,Leucadendron Silver Cone (NO CONES) gray,Gray,Leucadendron Cone Gray
Tulips Double Flash Point Pink,1ec20aab-c407-41d4-a7b8-06f178a562f4,Tulips Double Flash Point pink,Pink,Tulips Double Flash Point
Costus French Kiss Red,9de2dc8b-b54f-4376-82e4-68ab17717f64,Costus French Kiss red,Red,Costus French Kiss
Gypsophilia Gypsophilia Xlence Mauve Lavender,3e90aeec-1c8d-4a9e-8197-b8ed0d3f4534,Gypsophilia (Babys breath) Gypsophilia Xlence Mauve 250 gr. (tinted/ dyed) 6 st/bu lavender,Lavender,Gypsophilia Gypsophilia Xlence Mauve
Palm Accordeon Xl Green,2c29f5ba-dbc6-43ea-ace2-86981b9c120e,Palm Accordeon XL green,Green,Palm Accordeon Xl
Chrysanthemum Spray Pom Cushion Vanilla Sorbet White,f31f02b9-49eb-4a72-82d3-d5048f93a907,Chrysanthemum Spray Pom Cushion Vanilla Sorbet white,White,Chrysanthemum Spray Pom Cushion Vanilla Sorbet
Gladiolus Large Flowered Green,fffb6869-7f1f-4853-92ec-67f9be5a1af8,Gladiolus Large Flowered Green green,Green,Gladiolus Large Flowered
Lilies Oriental Gracia Light Pink,051880d4-dcef-42b7-a028-38bc9571b7fa,Lilies Oriental Gracia pink - light,Light Pink,Lilies Oriental Gracia
Roses Tinted Red,db1e36b1-966c-4276-a20e-727c88cf3168,Roses tinted/dyed toppings Santa red - multiple,Red,Roses Tinted
Bouquets Every Day Bq Mixed,4c8e64ff-4f11-41a1-abca-2f1e40befc26,Bouquets Every Day BQ7618 mixed,Mixed,Bouquets Every Day Bq
Bouquets Every Day Bq Mixed,01c465a9-199b-46a4-8c58-1610e2710693,Bouquets Every Day BQ7631 mixed,Mixed,Bouquets Every Day Bq
Gerbera Mini Caprice Cerise Cerise,0dc99635-0b05-4a4a-919f-1b63febcbfbf,Gerbera Mini Caprice cerise,Cerise,Gerbera Mini Caprice Cerise
Heliconia Sexy Scarlet Red,e351d929-1d9c-42aa-a098-e2164e974309,Heliconia Sexy Scarlet (Hanging) red,Red,Heliconia Sexy Scarlet
Heliconia Musa Royal Purple,28ac86bd-6ee7-4ae2-9e54-bfecd40bbaa5,Heliconia Musa Royal purple,Purple,Heliconia Musa Royal
Heliconia Musa Baby Banana Green,d9b72632-031e-4d92-aceb-766dbd7ecddd,Heliconia Musa Baby Banana green,Green,Heliconia Musa Baby Banana
Mini Calla Alegria Pink,2922aa8b-ea25-4026-956b-de7f310606e8,Mini Calla Alegria  (or similar color) pink - multiple,Pink,Mini Calla Alegria
Bouquets Original Spring Ab Regular Pink,0cf89073-425e-4055-8a66-53cff01eaffc,Bouquets Original Spring AB Regular Pink pink - multiple,Pink,Bouquets Original Spring Ab Regular
Box Combo Lara Tropical Flower Mixed,2a4c5847-f915-42e3-b8fb-461d9d64af32,Mixed box Combo Lara Tropical Flower Assorted mixed,Mixed,Box Combo Lara Tropical Flower
Roses Tinted Green,5966c61c-3ecd-4f04-ad1a-387e17c7ee62,Roses tinted/dyed toppings Frosty Gift green - multiple,Green,Roses Tinted
Garlands Plumosus Green,00bf6a7a-367a-41b5-81e0-644a4ffd4c98,Garlands Plumosus 15ft/ box green,Green,Garlands Plumosus
Roses Tinted Black,167fe567-78f4-4b55-aeb2-d53e95aafd7b,Roses tinted/dyed toppings Halloween Black - Orange (tinted/ dyed) black - multiple,Black,Roses Tinted
Nerine Biancaneve White,19ea2e5d-ea5a-4389-95cb-7e5c35deba73,Nerine Biancaneve white,White,Nerine Biancaneve
Dried And Preserved Flowers Gorso Bleach White,f7c3591f-035d-46c1-bdbb-818f2aa62ff5,Dried and Preserved Flowers Gorso bleach white,White,Dried And Preserved Flowers Gorso Bleach
Larkspur Dark Pink,7ac39b87-bb26-4c55-aa12-8f84155a9d0e,Larkspur Dark Pink pink - dark,Dark Pink,Larkspur
Tulips Single Pallada Red,53cebf87-d86d-4600-8b9f-c29da7d0cc5f,Tulips Single Pallada red,Red,Tulips Single Pallada
Mini Carnation Lila Lila Lila,c01e0b01-effb-42a9-85c8-5765ec1d61cf,Mini Carnation (Spray) Lila lila,Lila,Mini Carnation Lila Lila
Lilies La Hybrids Lady Luck Pink,c9641bfc-7daa-4cbd-b36e-1bbaf5b2dd49,Lilies LA Hybrids Lady Luck 3/5 bl pink,Pink,Lilies La Hybrids Lady Luck
Asparagus Long Topped White,005e12b4-373b-41c1-b5c8-f4cf77245e41,Asparagus Long Topped White (tinted/ dyed) white,White,Asparagus Long Topped
Roses Fussion Pink,30fb1b62-aca3-43a9-ab7d-06c0897080a6,Roses Fussion pink,Pink,Roses Fussion
Roses Hot Shot Pink,1179d0c1-ae38-4f97-82ee-3d10aba90834,Roses Hot Shot pink - multiple,Pink,Roses Hot Shot
Tulips Double Piste White,766b3fef-0862-41de-8def-dd7abad948ca,Tulips Double Piste white,White,Tulips Double Piste
Hyacinth Woodstock Purple,e04789b9-6c9d-434d-87c8-ba2e75a9c9b6,Hyacinth Woodstock purple,Purple,Hyacinth Woodstock
Allium Spray White,567a6a17-29dd-4e10-8618-4776921899dd,Allium Spray White white,White,Allium Spray
Roses Mixed,0210cb76-7246-40d8-b843-0955ffc2729c,"Roses Assorted (25 Red, White, Orange, Bicolor) mixed",Mixed,Roses
Leucadendron Pizza Green,a3840ec3-e47b-41d8-82f7-03398f921091,Leucadendron Pizza green - multiple,Green,Leucadendron Pizza
Limonium Pina Colada Turquoise Turquoise Turquoise,46c0fb79-a9f1-44b9-966c-61bf954c08f6,Limonium Pina Colada Turquoise (tinted/ dyed) turquoise,Turquoise,Limonium Pina Colada Turquoise Turquoise
Roses Pretty In Pink,876ee38e-aa48-4fd6-ab9a-eb61f40f086a,Roses Pretty in Pink pink,Pink,Roses Pretty In
Chrysanthemum Micro Pom Santini Pixel Tesoro Yellow,aac954bb-4d87-4561-8274-99cd5295d11e,Chrysanthemum Micro Pom Santini Pixel Tesoro yellow,Yellow,Chrysanthemum Micro Pom Santini Pixel Tesoro
Sweet Peas Misty Diamond White,5e12a1a0-08ef-43a9-afdc-59403ca70955,Sweet Peas Misty Diamond Blue white,White,Sweet Peas Misty Diamond
Astilbe Paul Gaarder Dark Red,0517d35a-f210-42ec-87b3-1ac7b4ddd3cb,Astilbe Paul Gaarder red - dark,Dark Red,Astilbe Paul Gaarder
Mini Calla Callista Orange,d4579884-fd0b-41c0-894d-37cde881a7ca,Mini Calla Callista orange,Orange,Mini Calla Callista
Cymbidium Spray Jannet Pink,3f0341d5-5405-422f-884d-02a123503757,Cymbidium Spray Jannet pink,Pink,Cymbidium Spray Jannet
Sunflower Sunbeam Yellow,0f4ca352-ba9f-46bb-8d65-0490efda7e42,Sunflower Sunbeam yellow,Yellow,Sunflower Sunbeam
Garden Roses Candlelight Peach,66b3cb6d-275b-4643-ab0c-1cb2071405c8,Garden Roses Candlelight Yellow *Fragrance* peach,Peach,Garden Roses Candlelight
Mini Calla Alert Red,a162fd17-cb33-462a-8584-c6aa9264ed8b,Mini Calla Red Alert (or similar color) red - multiple,Red,Mini Calla Alert
Bouquets Round Confeti Medium Tropical Mixed,88141e1c-fac5-46b9-ad4c-29fffe88c64e,Bouquets Round Confeti Medium Tropical  21 st/bqt mixed,Mixed,Bouquets Round Confeti Medium Tropical
Carnation Symphony Specialty Mixed,2e71170d-c60b-4c33-9c4c-a3e9c9e98823,Carnation Symphony Specialty Assorted (Assorted In Bunch) mixed,Mixed,Carnation Symphony Specialty
Mini Calla Gran Paradiso Orange,0d0791cc-05f8-4eab-bfca-c42c6aefc8cf,Mini Calla Gran Paradiso orange,Orange,Mini Calla Gran Paradiso
Tulips Parrot Webers Parrot White,152906eb-a6ba-454f-8043-107daab99f10,Tulips Parrot Webers Parrot white - multiple,White,Tulips Parrot Webers Parrot
